station_id,station_name,requests,p0_successful_rentals,p0_failed_rentals,p0_service_rate,p0_empty_minutes,p0_empty_rate,initial_bikes,p0_final_bikes,default_successful_rentals,default_failed_rentals,default_service_rate,default_empty_minutes,default_empty_rate,default_relocated_in,default_relocated_out,default_final_bikes,default_failures_avoided_vs_p0,default_service_rate_pp_vs_p0,default_empty_hours_reduced_vs_p0,service_successful_rentals,service_failed_rentals,service_service_rate,service_empty_minutes,service_empty_rate,service_relocated_in,service_relocated_out,service_final_bikes,service_failures_avoided_vs_p0,service_service_rate_pp_vs_p0,service_empty_hours_reduced_vs_p0,latitude,longitude,service_additional_failures_avoided_vs_default
3611,방죽마을 입구,63,63,0,1.0,0.0,0.0,30,29,63,0,1.0,0.0,0.0,0,5,25,0,0.0,0.0,63,0,1.0,0.0,0.0,0,5,26,0,0.0,0.0,37.47123337,127.10721588,0
3614,은마아파트 입구 사거리,182,176,6,0.967033,939.117,0.130433,22,1,178,4,0.978022,283.887,0.039429,10,9,4,2,1.099,10.92,181,1,0.994505,148.016,0.020558,19,17,3,5,2.747,13.185,37.49840164,127.06093597,3
3615,서울 논현동우체국 앞,58,30,28,0.517241,3542.017,0.491947,4,0,48,10,0.827586,527.683,0.073289,0,0,3,18,31.035,50.239,53,5,0.913793,188.35,0.02616,8,4,3,23,39.655,55.894,37.51446152,127.0326004,5
3616,역삼중학교 앞(체육관 방향),41,41,0,1.0,0.0,0.0,12,15,40,1,0.97561,631.56,0.087717,5,16,5,-1,-2.439,-10.526,40,1,0.97561,71.517,0.009933,0,8,7,-1,-2.439,-1.192,37.49526215,127.04950714,0
3618,서울율현초교 삼거리,102,102,0,1.0,0.0,0.0,39,87,102,0,1.0,0.0,0.0,0,0,90,0,0.0,0.0,102,0,1.0,0.0,0.0,0,15,74,0,0.0,0.0,37.47364044,127.10702515,0
3620,청담역 11번 출구,22,13,9,0.590909,4975.417,0.69103,6,0,18,4,0.818182,573.613,0.079668,5,0,1,5,22.727,73.363,22,0,1.0,81.952,0.011382,13,0,5,9,40.909,81.558,37.51925659,127.0515976,4
3622,은마아파트입구 사거리(1),47,44,3,0.93617,2698.283,0.374762,10,0,43,4,0.914894,732.42,0.101725,5,5,3,-1,-2.128,32.764,46,1,0.978723,256.089,0.035568,9,5,5,2,4.255,40.703,37.49986649,127.0605011,3
3623,일원에코파크 앞(개포로 방면),66,66,0,1.0,0.0,0.0,32,22,66,0,1.0,0.0,0.0,0,0,22,0,0.0,0.0,66,0,1.0,0.0,0.0,0,0,22,0,0.0,0.0,37.49587631,127.08650208,0
3624,대모산입구역 7번 출구 앞,30,27,3,0.9,2180.567,0.302856,2,3,29,1,0.966667,543.862,0.075536,5,0,7,2,6.667,27.278,30,0,1.0,0.0,0.0,4,0,6,3,10.0,36.343,37.49017715,127.07305908,1
3627,압구정나들목,81,78,3,0.962963,1686.867,0.234287,0,2,81,0,1.0,124.812,0.017335,4,0,7,3,3.704,26.034,81,0,1.0,156.809,0.021779,5,5,4,3,3.704,25.501,37.53075027,127.04160309,0
3629,청담사거리(신한오피스텔빌딩 앞),15,15,0,1.0,0.0,0.0,7,17,15,0,1.0,0.0,0.0,0,17,5,0,0.0,0.0,15,0,1.0,0.0,0.0,0,19,5,0,0.0,0.0,37.52416229,127.0489502,0
3630,개포우성6차아파트 정문 앞,50,31,19,0.62,3710.083,0.515289,3,2,43,7,0.86,2488.637,0.345644,10,0,2,12,24.0,20.357,43,7,0.86,1114.337,0.154769,10,0,2,12,24.0,43.262,37.47685623,127.05536652,0
3634,국악고교 앞 교차로,79,73,6,0.924051,706.45,0.098118,1,7,73,6,0.924051,610.55,0.084799,0,0,8,0,0.0,1.598,78,1,0.987342,242.552,0.033688,5,0,8,5,6.329,7.732,37.47402191,127.04844666,5
3636,삼성중앙역·플래티넘아파트 정류소,89,43,46,0.483146,4779.45,0.663813,0,1,65,24,0.730337,2118.028,0.294171,10,0,1,22,24.719,44.357,74,15,0.831461,972.627,0.135087,13,0,1,31,34.832,63.447,37.51264191,127.05156708,9
3637,세곡데이케어센터,31,31,0,1.0,0.0,0.0,17,12,31,0,1.0,0.0,0.0,0,0,13,0,0.0,0.0,31,0,1.0,0.0,0.0,0,0,13,0,0.0,0.0,37.46072388,127.10287476,0
3638,신청담나들목,34,34,0,1.0,0.0,0.0,31,39,34,0,1.0,0.0,0.0,0,35,12,0,0.0,0.0,34,0,1.0,0.0,0.0,0,40,7,0,0.0,0.0,37.52796173,127.05162811,0
3640,일원1동주민센터앞 사거리,194,189,5,0.974227,173.467,0.024093,16,4,188,6,0.969072,389.875,0.054149,5,10,6,-1,-0.515,-3.607,191,3,0.984536,302.131,0.041963,5,14,3,2,1.031,-2.144,37.49087906,127.08795929,3
3641,대청역,170,163,7,0.958824,418.517,0.058127,6,2,162,8,0.952941,700.933,0.097352,0,5,0,-1,-0.588,-4.707,167,3,0.982353,200.411,0.027835,10,5,4,4,2.353,3.635,37.49370575,127.0799942,5
3642,LH강남힐스테이트아파트,92,38,54,0.413043,4724.467,0.656176,14,1,50,42,0.543478,2809.281,0.390178,10,0,1,12,13.044,31.92,55,37,0.597826,1761.546,0.244659,15,0,1,17,18.478,49.382,37.47081375,127.08969879,5
3643,더시그넘하우스 앞,92,86,6,0.934783,526.917,0.073183,6,5,86,6,0.934783,526.917,0.073183,0,0,5,0,0.0,0.0,86,6,0.934783,526.917,0.073183,0,0,5,0,0.0,0.0,37.47267914,127.10375977,0
3644,상록수아파트,68,20,48,0.294118,5713.383,0.793525,8,1,37,31,0.544118,3736.128,0.518907,15,0,1,17,25.0,32.954,44,24,0.647059,2712.233,0.376699,23,0,1,24,35.294,50.019,37.48276138,127.08042145,7
3646,선정릉역 4번 출구,75,45,30,0.6,3475.3,0.482681,1,4,62,13,0.826667,1601.093,0.222374,5,0,8,17,22.667,31.237,66,9,0.88,894.654,0.124258,14,4,6,21,28.0,43.011,37.5097847,127.04277039,4
3647,구룡역 1번 출구,100,86,14,0.86,1888.117,0.262238,8,0,95,5,0.95,1029.184,0.142942,5,0,1,9,9.0,14.316,94,6,0.94,513.586,0.071331,10,5,0,8,8.0,22.909,37.48642349,127.05931854,-1
3648,구룡역 4번 출구,24,24,0,1.0,0.0,0.0,8,7,24,0,1.0,0.0,0.0,0,5,7,0,0.0,0.0,24,0,1.0,0.0,0.0,0,4,8,0,0.0,0.0,37.48670578,127.0605011,0
3649,구룡역 5번 출구,83,76,7,0.915663,1242.55,0.172576,2,0,75,8,0.903614,1110.3,0.154208,0,5,0,-1,-1.205,2.204,79,4,0.951807,591.043,0.082089,10,9,1,3,3.614,10.858,37.48607635,127.05921936,4
3651,개포동역 4번출구,149,149,0,1.0,77.55,0.010771,24,14,148,1,0.993289,102.4,0.014222,0,0,15,-1,-0.671,-0.414,149,0,1.0,39.167,0.00544,4,5,13,0,0.0,0.64,37.48929596,127.06616974,1
4902,구역삼세무서 교차로,103,101,2,0.980583,1993.317,0.27685,2,14,99,4,0.961165,1315.522,0.182711,5,9,15,-2,-1.942,11.297,103,0,1.0,1236.151,0.171688,10,10,15,2,1.942,12.619,37.49524307,127.03937531,4
4903,신사스퀘어,39,39,0,1.0,0.0,0.0,27,27,39,0,1.0,0.0,0.0,0,7,20,0,0.0,0.0,39,0,1.0,0.0,0.0,0,24,3,0,0.0,0.0,37.51916885,127.0189743,0
4905,강남경찰서,219,212,7,0.968037,2558.633,0.355366,3,0,219,0,1.0,1231.994,0.17111,5,0,4,7,3.196,22.111,219,0,1.0,326.483,0.045345,5,0,4,7,3.196,37.202,37.50971985,127.06679535,0
4906,섬유센터 앞,218,194,24,0.889908,785.467,0.109093,2,1,212,6,0.972477,346.444,0.048117,5,0,1,18,8.257,7.317,213,5,0.977064,188.667,0.026204,4,0,1,19,8.716,9.947,37.50767136,127.06017303,1
4907,극동스포츠 앞,82,68,14,0.829268,1630.55,0.226465,5,2,74,8,0.902439,727.372,0.101024,5,0,4,6,7.317,15.053,74,8,0.902439,306.962,0.042634,5,0,4,6,7.317,22.06,37.5257225,127.02588654,0
4908,SB타워 앞,39,39,0,1.0,0.0,0.0,19,15,38,1,0.974359,290.583,0.040359,0,23,1,-1,-2.564,-4.843,39,0,1.0,0.0,0.0,0,20,3,0,0.0,0.0,37.52210999,127.03646088,1
4909,노보텔 앰배서더 앞,49,19,30,0.387755,5030.917,0.698738,5,0,32,17,0.653061,2681.238,0.372394,15,0,2,13,26.531,39.161,32,17,0.653061,1414.911,0.196515,15,0,2,13,26.531,60.267,37.50570297,127.02919769,0
4913,레베쌍트 빌딩 앞,46,46,0,1.0,20.75,0.002882,2,6,46,0,1.0,20.75,0.002882,0,5,8,0,0.0,0.0,46,0,1.0,20.75,0.002882,0,5,8,0,0.0,0.0,37.51292038,127.056427,0
4914,도심공항타워 앞,140,112,28,0.8,1135.183,0.157664,12,0,132,8,0.942857,642.317,0.089211,0,0,0,20,14.286,8.214,129,11,0.921429,677.086,0.09404,9,15,0,17,12.143,7.635,37.50999069,127.05847168,-3
4915,영동중앙교회 버스정류장,28,23,5,0.821429,3399.2,0.472111,0,0,28,0,1.0,186.206,0.025862,5,0,1,5,17.857,53.55,28,0,1.0,125.592,0.017443,5,0,1,5,17.857,54.56,37.49775314,127.03857422,0
4916,청담역 1번출구,7,6,1,0.857143,5908.617,0.820641,0,1,7,0,1.0,187.014,0.025974,5,0,5,1,14.286,95.36,7,0,1.0,186.198,0.025861,5,0,6,1,14.286,95.374,37.51973724,127.05767822,0
4917,일원에코파크 주차장,166,166,0,1.0,0.0,0.0,14,34,166,0,1.0,0.0,0.0,0,15,21,0,0.0,0.0,166,0,1.0,0.0,0.0,0,10,28,0,0.0,0.0,37.49404526,127.08678436,0
4918,매봉역 1번출구,83,83,0,1.0,0.0,0.0,37,57,83,0,1.0,0.0,0.0,0,13,50,0,0.0,0.0,83,0,1.0,0.0,0.0,0,46,18,0,0.0,0.0,37.48661041,127.04550934,0
4919,학여울역사거리(은마아파트),29,29,0,1.0,588.45,0.081729,1,7,29,0,1.0,2.64,0.000367,5,0,12,0,0.0,9.764,29,0,1.0,2.546,0.000354,5,9,3,0,0.0,9.765,37.49665833,127.06938171,0
4923,수협대치동지점,118,118,0,1.0,0.0,0.0,8,5,118,0,1.0,0.0,0.0,0,0,5,0,0.0,0.0,118,0,1.0,0.0,0.0,0,0,5,0,0.0,0.0,37.49861526,127.0683136,0
4924,논현동가구거리,42,41,1,0.97619,1103.783,0.153303,0,3,42,0,1.0,305.607,0.042445,5,4,4,1,2.381,13.303,42,0,1.0,185.143,0.025714,9,8,4,1,2.381,15.311,37.51280975,127.02636719,0
4925,청담백영빌딩 앞,42,42,0,1.0,0.0,0.0,26,24,42,0,1.0,0.0,0.0,0,33,2,0,0.0,0.0,42,0,1.0,0.0,0.0,0,31,4,0,0.0,0.0,37.52390289,127.04660797,0
4926,대치우성아파트 사거리,212,208,4,0.981132,322.5,0.044792,18,0,205,7,0.966981,529.767,0.073579,0,0,0,-3,-1.415,-3.454,210,2,0.990566,235.1,0.032653,0,0,0,2,0.943,1.457,37.50099564,127.06803894,5
4928,교수마을 입구,33,33,0,1.0,0.0,0.0,8,14,33,0,1.0,0.0,0.0,0,0,13,0,0.0,0.0,33,0,1.0,0.0,0.0,0,0,14,0,0.0,0.0,37.4818573,127.10456085,0
4929,파스쿠찌 청담사거리점 앞,73,73,0,1.0,0.0,0.0,15,15,73,0,1.0,0.0,0.0,0,16,4,0,0.0,0.0,73,0,1.0,247.207,0.034334,5,24,6,0,0.0,-4.12,37.52464676,127.04914856,0
4930,학여울역 1번 출구,53,46,7,0.867925,1092.683,0.151762,8,1,46,7,0.867925,1092.683,0.151762,0,0,1,0,0.0,0.0,51,2,0.962264,320.407,0.044501,5,0,1,5,9.434,12.871,37.49662018,127.07099915,5
4931,디에이치퍼스티어아이파크 124동 앞,129,109,20,0.844961,1522.65,0.211479,12,5,119,10,0.922481,956.082,0.132789,5,0,8,10,7.752,9.443,119,10,0.922481,914.37,0.126996,15,9,9,10,7.752,10.138,37.48131943,127.05435181,0
4932,개포래미안포레스트 130동 맞은편,52,51,1,0.980769,2095.7,0.291069,5,3,47,5,0.903846,2174.667,0.302037,0,5,3,-4,-7.692,-1.316,50,2,0.961538,594.432,0.08256,9,5,9,-1,-1.923,25.021,37.47748566,127.05743408,3
4935,도곡삼성래미안,71,71,0,1.0,331.167,0.045995,8,6,67,4,0.943662,601.317,0.083516,0,5,6,-4,-5.634,-4.502,66,5,0.929577,546.1,0.075847,0,5,7,-5,-7.042,-3.582,37.48920441,127.05106354,-1
4936,SK텔레콤(T1) 인근,18,13,5,0.722222,5751.55,0.798826,3,0,18,0,1.0,1186.144,0.164742,5,0,3,5,27.778,76.09,18,0,1.0,584.435,0.081172,5,0,3,5,27.778,86.119,37.51263046,127.04283142,0
4937,개포래미안포레스트126동 앞,55,49,6,0.890909,2980.3,0.413931,4,1,50,5,0.909091,1073.315,0.149071,5,0,5,1,1.818,31.783,51,4,0.927273,817.129,0.11349,10,5,5,2,3.636,36.053,37.47816467,127.05630493,1
4938,LH수서2단지 201동 앞,263,263,0,1.0,0.0,0.0,16,32,263,0,1.0,0.0,0.0,0,0,34,0,0.0,0.0,263,0,1.0,0.0,0.0,0,0,34,0,0.0,0.0,37.47955322,127.10666656,0
4939,도산공원,29,25,4,0.862069,798.467,0.110898,6,2,29,0,1.0,207.867,0.02887,0,0,2,4,13.793,9.843,29,0,1.0,0.0,0.0,4,0,6,4,13.793,13.308,37.5253067,127.03302765,0
4940,한강버스 압구정 선착장,248,248,0,1.0,0.0,0.0,58,34,248,0,1.0,0.0,0.0,0,0,43,0,0.0,0.0,248,0,1.0,0.0,0.0,0,1,42,0,0.0,0.0,37.52643204,127.01720428,0
4941,압구정로 11길,39,39,0,1.0,0.0,0.0,15,16,39,0,1.0,0.0,0.0,0,5,13,0,0.0,0.0,39,0,1.0,0.0,0.0,0,11,7,0,0.0,0.0,37.52594757,127.02082825,0
4942,율현삼거리,24,24,0,1.0,0.0,0.0,10,10,24,0,1.0,0.0,0.0,0,0,10,0,0.0,0.0,24,0,1.0,0.0,0.0,0,0,10,0,0.0,0.0,37.46805573,127.12036133,0
