policy_name,station_id,station_name,requests,successful_rentals,failed_rentals,service_rate,empty_minutes,empty_rate,relocated_in,relocated_out,initial_bikes,final_bikes
static_threshold,3612,은곡마을,42,42,0,1.0,0.0,0.0,0,26,21,15
static_threshold,3614,은마아파트 입구 사거리,182,182,0,1.0,0.0,0.0,4,0,22,7
static_threshold,3615,서울 논현동우체국 앞,58,58,0,1.0,6.017,0.000836,4,0,4,6
static_threshold,3616,역삼중학교 앞(체육관 방향),41,41,0,1.0,0.0,0.0,0,0,12,18
static_threshold,3618,서울율현초교 삼거리,102,102,0,1.0,0.0,0.0,0,73,39,18
static_threshold,3620,청담역 11번 출구,22,22,0,1.0,0.0,0.0,12,0,6,4
static_threshold,3622,은마아파트입구 사거리(1),47,47,0,1.0,0.0,0.0,4,0,10,4
static_threshold,3623,일원에코파크 앞(개포로 방면),66,66,0,1.0,0.0,0.0,0,4,32,18
static_threshold,3624,대모산입구역 7번 출구 앞,30,30,0,1.0,0.0,0.0,4,0,2,5
static_threshold,3627,압구정나들목,81,81,0,1.0,0.0,0.0,5,0,0,10
static_threshold,3628,역삼1동 주민센터,137,137,0,1.0,0.0,0.0,0,0,12,15
static_threshold,3629,청담사거리(신한오피스텔빌딩 앞),15,15,0,1.0,0.0,0.0,0,21,7,5
static_threshold,3630,개포우성6차아파트 정문 앞,50,50,0,1.0,1.017,0.000141,21,0,3,6
static_threshold,3634,국악고교 앞 교차로,79,79,0,1.0,0.0,0.0,8,0,1,10
static_threshold,3636,삼성중앙역·플래티넘아파트 정류소,89,85,4,0.955056,56.483,0.007845,23,0,0,4
static_threshold,3637,세곡데이케어센터,31,31,0,1.0,0.0,0.0,0,0,17,15
static_threshold,3638,신청담나들목,34,34,0,1.0,0.0,0.0,0,29,31,18
static_threshold,3640,일원1동주민센터앞 사거리,194,194,0,1.0,0.0,0.0,0,0,16,13
static_threshold,3641,대청역,170,170,0,1.0,8.1,0.001125,4,0,6,3
static_threshold,3642,LH강남힐스테이트아파트,92,84,8,0.913043,231.467,0.032148,47,0,14,6
static_threshold,3643,더시그넘하우스 앞,92,91,1,0.98913,70.9,0.009847,9,0,6,9
static_threshold,3644,상록수아파트,68,66,2,0.970588,78.15,0.010854,48,0,8,6
static_threshold,3646,선정릉역 4번 출구,75,70,5,0.933333,43.05,0.005979,13,0,1,14
static_threshold,3647,구룡역 1번 출구,100,100,0,1.0,0.0,0.0,8,0,8,1
static_threshold,3648,구룡역 4번 출구,24,24,0,1.0,0.0,0.0,0,0,8,11
static_threshold,3649,구룡역 5번 출구,83,83,0,1.0,0.0,0.0,4,0,2,4
static_threshold,3651,개포동역 4번출구,149,149,0,1.0,0.0,0.0,4,19,24,2
static_threshold,4902,구역삼세무서 교차로,103,103,0,1.0,0.0,0.0,4,0,2,20
static_threshold,4903,신사스퀘어,39,39,0,1.0,0.0,0.0,0,12,27,15
static_threshold,4905,강남경찰서,219,214,5,0.977169,141.8,0.019694,18,16,3,5
static_threshold,4906,섬유센터 앞,218,218,0,1.0,0.0,0.0,8,0,2,7
static_threshold,4907,극동스포츠 앞,82,81,1,0.987805,42.717,0.005933,13,0,5,5
static_threshold,4908,SB타워 앞,39,39,0,1.0,0.0,0.0,0,18,19,7
static_threshold,4909,노보텔 앰배서더 앞,49,49,0,1.0,43.317,0.006016,34,0,5,4
static_threshold,4913,레베쌍트 빌딩 앞,46,46,0,1.0,0.0,0.0,4,0,2,19
static_threshold,4914,도심공항타워 앞,140,140,0,1.0,0.0,0.0,4,0,12,6
static_threshold,4915,영동중앙교회 버스정류장,28,28,0,1.0,0.0,0.0,5,0,0,3
static_threshold,4916,청담역 1번출구,7,7,0,1.0,0.0,0.0,5,0,0,6
static_threshold,4917,일원에코파크 주차장,166,162,4,0.975904,57.65,0.008007,5,38,14,13
static_threshold,4918,매봉역 1번출구,83,83,0,1.0,0.0,0.0,0,54,37,13
static_threshold,4919,학여울역사거리(은마아파트),29,29,0,1.0,0.0,0.0,2,0,1,10
static_threshold,4923,수협대치동지점,118,118,0,1.0,0.0,0.0,0,0,8,6
static_threshold,4924,논현동가구거리,42,42,0,1.0,60.0,0.008333,5,0,0,9
static_threshold,4925,청담백영빌딩 앞,42,42,0,1.0,0.0,0.0,0,26,26,14
static_threshold,4926,대치우성아파트 사거리,212,212,0,1.0,0.0,0.0,4,0,18,4
static_threshold,4928,교수마을 입구,33,33,0,1.0,0.0,0.0,0,0,8,15
static_threshold,4929,파스쿠찌 청담사거리점 앞,73,73,0,1.0,0.0,0.0,0,13,15,17
static_threshold,4930,학여울역 1번 출구,53,51,2,0.962264,23.083,0.003206,10,0,8,6
static_threshold,4931,디에이치퍼스티어아이파크 124동 앞,129,129,0,1.0,87.7,0.012181,14,0,12,10
static_threshold,4932,개포래미안포레스트 130동 맞은편,52,52,0,1.0,0.0,0.0,4,0,5,8
static_threshold,4935,도곡삼성래미안,71,71,0,1.0,12.65,0.001757,5,0,8,13
static_threshold,4936,SK텔레콤(T1) 인근,18,18,0,1.0,0.0,0.0,4,0,3,4
static_threshold,4937,개포래미안포레스트126동 앞,55,55,0,1.0,0.0,0.0,8,0,4,4
static_threshold,4938,LH수서2단지 201동 앞,263,261,2,0.992395,89.617,0.012447,26,35,16,24
static_threshold,4939,도산공원,29,29,0,1.0,0.0,0.0,4,0,6,7
static_threshold,4940,한강버스 압구정 선착장,248,248,0,1.0,0.0,0.0,4,40,58,6
static_threshold,4941,압구정로 11길,39,39,0,1.0,0.0,0.0,0,0,15,19
static_threshold,4942,율현삼거리,24,24,0,1.0,0.0,0.0,0,0,10,10
